Time,Pair,Correlation
3,gold_usd_ret-gold_inr_ret,0.7975281212522518
3,usd_inr_ret-oil_inr_ret,-0.07415879581449637
3,usd_inr_ret-gold_inr_ret,0.1990338142208985
3,oil_inr_ret-gold_inr_ret,0.04080137290862765
4,oil_usd_ret-gold_usd_ret,0.19043500389843307
4,oil_usd_ret-usd_inr_ret,-0.34947990788547256
4,oil_usd_ret-oil_inr_ret,0.9594711067393378
4,oil_usd_ret-gold_inr_ret,-0.012318205373990818
4,gold_usd_ret-usd_inr_ret,-0.4243088028410059
4,gold_usd_ret-oil_inr_ret,0.06973367811181919
4,gold_usd_ret-gold_inr_ret,0.7995843678382641
4,usd_inr_ret-oil_inr_ret,-0.07731037525270144
4,usd_inr_ret-gold_inr_ret,0.19221484909020867
4,oil_inr_ret-gold_inr_ret,0.04220783923994113
5,oil_usd_ret-gold_usd_ret,0.18986490978165907
5,oil_usd_ret-usd_inr_ret,-0.3576396580671649
5,oil_usd_ret-oil_inr_ret,0.9591672726117727
5,oil_usd_ret-gold_inr_ret,-0.021155619178724168
5,gold_usd_ret-usd_inr_ret,-0.4128592857950326
5,gold_usd_ret-oil_inr_ret,0.07249333112007907
5,gold_usd_ret-gold_inr_ret,0.7964947262457815
5,usd_inr_ret-oil_inr_ret,-0.08486123254799456
5,usd_inr_ret-gold_inr_ret,0.20967886816649473
5,oil_inr_ret-gold_inr_ret,0.03872572790337757
6,oil_usd_ret-gold_usd_ret,0.18869200587652182
6,oil_usd_ret-usd_inr_ret,-0.35469203221347373
6,oil_usd_ret-oil_inr_ret,0.9600860456784376
6,oil_usd_ret-gold_inr_ret,-0.01740749084754137
6,gold_usd_ret-usd_inr_ret,-0.4105790768194905
6,gold_usd_ret-oil_inr_ret,0.07307922463834796
6,gold_usd_ret-gold_inr_ret,0.8007355031015926
6,usd_inr_ret-oil_inr_ret,-0.08505135532308006
6,usd_inr_ret-gold_inr_ret,0.205165301368418
6,oil_inr_ret-gold_inr_ret,0.04044391637037645
7,oil_usd_ret-gold_usd_ret,0.1884088614869461
7,oil_usd_ret-usd_inr_ret,-0.3542627904378625
7,oil_usd_ret-oil_inr_ret,0.9607989200254874
7,oil_usd_ret-gold_inr_ret,-0.015377411995188816
7,gold_usd_ret-usd_inr_ret,-0.4071526592494755
7,gold_usd_ret-oil_inr_ret,0.07515049162253462
7,gold_usd_ret-gold_inr_ret,0.804851340024401
7,usd_inr_ret-oil_inr_ret,-0.08721804364736375
7,usd_inr_ret-gold_inr_ret,0.20199336134692947
7,oil_inr_ret-gold_inr_ret,0.041482955956000274
8,oil_usd_ret-gold_usd_ret,0.1857780143016962
8,oil_usd_ret-usd_inr_ret,-0.34645602734439973
8,oil_usd_ret-oil_inr_ret,0.9614907621163319
8,oil_usd_ret-gold_inr_ret,-0.01228294060562842
8,gold_usd_ret-usd_inr_ret,-0.40668953919661227
8,gold_usd_ret-oil_inr_ret,0.07335537910218685
8,gold_usd_ret-gold_inr_ret,0.8073218335164477
8,usd_inr_ret-oil_inr_ret,-0.08137517335574254
8,usd_inr_ret-gold_inr_ret,0.19845419636015177
8,oil_inr_ret-gold_inr_ret,0.04299797876740259
9,oil_usd_ret-gold_usd_ret,0.19421677566692438
9,oil_usd_ret-usd_inr_ret,-0.34473210534622356
9,oil_usd_ret-oil_inr_ret,0.9620069273155252
9,oil_usd_ret-gold_inr_ret,0.004935512111073306
9,gold_usd_ret-usd_inr_ret,-0.38991444539561065
9,gold_usd_ret-oil_inr_ret,0.0893525994038531
9,gold_usd_ret-gold_inr_ret,0.8188140346186571
9,usd_inr_ret-oil_inr_ret,-0.0814650483219707
9,usd_inr_ret-gold_inr_ret,0.19708429556360452
9,oil_inr_ret-gold_inr_ret,0.062003540371961915
10,oil_usd_ret-gold_usd_ret,0.22113321359301413
10,oil_usd_ret-usd_inr_ret,-0.3641487151701769
10,oil_usd_ret-oil_inr_ret,0.9636566121279414
10,oil_usd_ret-gold_inr_ret,0.024270928202919217
10,gold_usd_ret-usd_inr_ret,-0.4048161612449133
10,gold_usd_ret-oil_inr_ret,0.11659108972354033
10,gold_usd_ret-gold_inr_ret,0.8204995244181982
10,usd_inr_ret-oil_inr_ret,-0.10806343703889029
10,usd_inr_ret-gold_inr_ret,0.17841393133235517
10,oil_inr_ret-gold_inr_ret,0.07648245655077628
11,oil_usd_ret-gold_usd_ret,0.19961129081288084
11,oil_usd_ret-usd_inr_ret,-0.35870280776943425
11,oil_usd_ret-oil_inr_ret,0.9645342235595504
11,oil_usd_ret-gold_inr_ret,0.003532254936908883
11,gold_usd_ret-usd_inr_ret,-0.40146976463153883
11,gold_usd_ret-oil_inr_ret,0.09616104617563961
11,gold_usd_ret-gold_inr_ret,0.8228390575764573
11,usd_inr_ret-oil_inr_ret,-0.10555467260547902
11,usd_inr_ret-gold_inr_ret,0.1779185313718937
11,oil_inr_ret-gold_inr_ret,0.05387684447802675
12,oil_usd_ret-gold_usd_ret,0.18589392860491322
12,oil_usd_ret-usd_inr_ret,-0.350728496882827
12,oil_usd_ret-oil_inr_ret,0.9659608696736284
12,oil_usd_ret-gold_inr_ret,-0.008206220881182759
12,gold_usd_ret-usd_inr_ret,-0.40030989513162946
12,gold_usd_ret-oil_inr_ret,0.0839212647762176
12,gold_usd_ret-gold_inr_ret,0.8232588057723929
12,usd_inr_ret-oil_inr_ret,-0.10244519678969007
12,usd_inr_ret-gold_inr_ret,0.17837562563969422
12,oil_inr_ret-gold_inr_ret,0.040326617107028
13,oil_usd_ret-gold_usd_ret,0.19228643653374852
13,oil_usd_ret-usd_inr_ret,-0.3501818319126424
13,oil_usd_ret-oil_inr_ret,0.9660184177827511
13,oil_usd_ret-gold_inr_ret,0.0009194927702710887
13,gold_usd_ret-usd_inr_ret,-0.3993544926859236
13,gold_usd_ret-oil_inr_ret,0.0910418927494383
13,gold_usd_ret-gold_inr_ret,0.8243001178082919
13,usd_inr_ret-oil_inr_ret,-0.10212463023649243
13,usd_inr_ret-gold_inr_ret,0.1775563044319783
13,oil_inr_ret-gold_inr_ret,0.049731751221293044
14,oil_usd_ret-gold_usd_ret,0.1906885403814624
14,oil_usd_ret-usd_inr_ret,-0.3500172182659751
14,oil_usd_ret-oil_inr_ret,0.9657181321956664
14,oil_usd_ret-gold_inr_ret,0.00027361577625710515
14,gold_usd_ret-usd_inr_ret,-0.3994772270070113
14,gold_usd_ret-oil_inr_ret,0.0880436084519916
14,gold_usd_ret-gold_inr_ret,0.8253173199872658
14,usd_inr_ret-oil_inr_ret,-0.10085292049610554
14,usd_inr_ret-gold_inr_ret,0.175703235416042
14,oil_inr_ret-gold_inr_ret,0.04785684027965335
15,oil_usd_ret-gold_usd_ret,0.1950036666979381
15,oil_usd_ret-usd_inr_ret,-0.35297794615741374
15,oil_usd_ret-oil_inr_ret,0.9645818332851003
15,oil_usd_ret-gold_inr_ret,0.001580264119508796
15,gold_usd_ret-usd_inr_ret,-0.40977462860267
15,gold_usd_ret-oil_inr_ret,0.08765473352298765
15,gold_usd_ret-gold_inr_ret,0.8220003487618173
15,usd_inr_ret-oil_inr_ret,-0.09962503605977091
15,usd_inr_ret-gold_inr_ret,0.17055548914994284
15,oil_inr_ret-gold_inr_ret,0.04816437987156122
16,oil_usd_ret-gold_usd_ret,0.20118301821170678
16,oil_usd_ret-usd_inr_ret,-0.3619986808388962
16,oil_usd_ret-oil_inr_ret,0.9643647347868195
16,oil_usd_ret-gold_inr_ret,0.0010692000578772381
16,gold_usd_ret-usd_inr_ret,-0.412906332366739
16,gold_usd_ret-oil_inr_ret,0.09293811870699743
16,gold_usd_ret-gold_inr_ret,0.819576016669443
16,usd_inr_ret-oil_inr_ret,-0.10837849483249608
16,usd_inr_ret-gold_inr_ret,0.17143976149431825
16,oil_inr_ret-gold_inr_ret,0.04793464669489466
17,oil_usd_ret-gold_usd_ret,0.20330280946142737
17,oil_usd_ret-usd_inr_ret,-0.37224607397262627
17,oil_usd_ret-oil_inr_ret,0.9645294022399484
17,oil_usd_ret-gold_inr_ret,-0.004972392730973055
17,gold_usd_ret-usd_inr_ret,-0.4117110835741187
17,gold_usd_ret-oil_inr_ret,0.09588118940486079
17,gold_usd_ret-gold_inr_ret,0.8170655481483228
17,usd_inr_ret-oil_inr_ret,-0.11988869935724264
17,usd_inr_ret-gold_inr_ret,0.17711019329556546
17,oil_inr_ret-gold_inr_ret,0.04308470038462441
18,oil_usd_ret-gold_usd_ret,0.21025913424398224
18,oil_usd_ret-usd_inr_ret,-0.3698595192910662
18,oil_usd_ret-oil_inr_ret,0.9646141402265329
18,oil_usd_ret-gold_inr_ret,0.012056282089679373
18,gold_usd_ret-usd_inr_ret,-0.40343743259973713
18,gold_usd_ret-oil_inr_ret,0.10465930173624259
18,gold_usd_ret-gold_inr_ret,0.8301085287416063
18,usd_inr_ret-oil_inr_ret,-0.11770890654286467
18,usd_inr_ret-gold_inr_ret,0.16377269361404406
18,oil_inr_ret-gold_inr_ret,0.05611058093353918
19,oil_usd_ret-gold_usd_ret,0.2091471796310571
19,oil_usd_ret-usd_inr_ret,-0.36215512018318996
19,oil_usd_ret-oil_inr_ret,0.9623337725562225
19,oil_usd_ret-gold_inr_ret,0.008832319683465123
19,gold_usd_ret-usd_inr_ret,-0.4120030662510562
19,gold_usd_ret-oil_inr_ret,0.09750865804865004
19,gold_usd_ret-gold_inr_ret,0.819675261134392
19,usd_inr_ret-oil_inr_ret,-0.10085306922723018
19,usd_inr_ret-gold_inr_ret,0.17294149992328173
19,oil_inr_ret-gold_inr_ret,0.056678315246509445
20,oil_usd_ret-gold_usd_ret,0.22159752320002596
20,oil_usd_ret-usd_inr_ret,-0.356474967421818
20,oil_usd_ret-oil_inr_ret,0.9631944462815839
20,oil_usd_ret-gold_inr_ret,0.02876708129004346
20,gold_usd_ret-usd_inr_ret,-0.400743119990944
20,gold_usd_ret-oil_inr_ret,0.11425379318989275
20,gold_usd_ret-gold_inr_ret,0.8261862838884927
20,usd_inr_ret-oil_inr_ret,-0.09803590516073495
20,usd_inr_ret-gold_inr_ret,0.1738364787410499
20,oil_inr_ret-gold_inr_ret,0.07644540549580651
21,oil_usd_ret-gold_usd_ret,0.19740967126117184
21,oil_usd_ret-usd_inr_ret,-0.37114101773865626
21,oil_usd_ret-oil_inr_ret,0.9649637707709243
21,oil_usd_ret-gold_inr_ret,-0.003992549809025887
21,gold_usd_ret-usd_inr_ret,-0.38817351329353983
21,gold_usd_ret-oil_inr_ret,0.09403031577833676
21,gold_usd_ret-gold_inr_ret,0.8255193755793515
21,usd_inr_ret-oil_inr_ret,-0.12035656164145617
21,usd_inr_ret-gold_inr_ret,0.18823375640561057
21,oil_inr_ret-gold_inr_ret,0.043795489199114766
22,oil_usd_ret-gold_usd_ret,0.20934962896809597
22,oil_usd_ret-usd_inr_ret,-0.3775318907335463
22,oil_usd_ret-oil_inr_ret,0.9640485383935858
22,oil_usd_ret-gold_inr_ret,0.00455304733457561
22,gold_usd_ret-usd_inr_ret,-0.4113778226223188
22,gold_usd_ret-oil_inr_ret,0.09986681179116752
22,gold_usd_ret-gold_inr_ret,0.823758671777282
22,usd_inr_ret-oil_inr_ret,-0.12369493430998212
22,usd_inr_ret-gold_inr_ret,0.16648849016844125
22,oil_inr_ret-gold_inr_ret,0.048427973198563276
23,oil_usd_ret-gold_usd_ret,0.22587670215733374
23,oil_usd_ret-usd_inr_ret,-0.37584049834559075
23,oil_usd_ret-oil_inr_ret,0.9646557695081726
23,oil_usd_ret-gold_inr_ret,0.026818959932177127
23,gold_usd_ret-usd_inr_ret,-0.4099393155928651
23,gold_usd_ret-oil_inr_ret,0.11864533871015114
23,gold_usd_ret-gold_inr_ret,0.8297965806308357
23,usd_inr_ret-oil_inr_ret,-0.124167688824545
23,usd_inr_ret-gold_inr_ret,0.1575468652336799
23,oil_inr_ret-gold_inr_ret,0.06900811265587778
24,oil_usd_ret-gold_usd_ret,0.2201491990855666
24,oil_usd_ret-usd_inr_ret,-0.3682296836446473
24,oil_usd_ret-oil_inr_ret,0.9640095761885898
24,oil_usd_ret-gold_inr_ret,0.02084306768814935
24,gold_usd_ret-usd_inr_ret,-0.3972833105572815
24,gold_usd_ret-oil_inr_ret,0.11389797954922322
24,gold_usd_ret-gold_inr_ret,0.8258466898149092
24,usd_inr_ret-oil_inr_ret,-0.11399541561950385
24,usd_inr_ret-gold_inr_ret,0.17758795106476216
24,oil_inr_ret-gold_inr_ret,0.06759297123664408
25,oil_usd_ret-gold_usd_ret,0.21698463528279904
25,oil_usd_ret-usd_inr_ret,-0.36598603220382525
25,oil_usd_ret-oil_inr_ret,0.964138486940924
25,oil_usd_ret-gold_inr_ret,0.023273325299099618
25,gold_usd_ret-usd_inr_ret,-0.39453260880052404
25,gold_usd_ret-oil_inr_ret,0.11327809535003067
25,gold_usd_ret-gold_inr_ret,0.8327202125117347
25,usd_inr_ret-oil_inr_ret,-0.11212610766314067
25,usd_inr_ret-gold_inr_ret,0.16856946724623129
25,oil_inr_ret-gold_inr_ret,0.06941154569284301
26,oil_usd_ret-gold_usd_ret,0.2186298616265914
26,oil_usd_ret-usd_inr_ret,-0.36708458250231973
26,oil_usd_ret-oil_inr_ret,0.9641809438343367
26,oil_usd_ret-gold_inr_ret,0.025651374517146844
26,gold_usd_ret-usd_inr_ret,-0.4046042822919092
26,gold_usd_ret-oil_inr_ret,0.11374651624803576
26,gold_usd_ret-gold_inr_ret,0.8333018148634104
26,usd_inr_ret-oil_inr_ret,-0.11365397609417348
26,usd_inr_ret-gold_inr_ret,0.156448650404245
26,oil_inr_ret-gold_inr_ret,0.07014345333815354
27,oil_usd_ret-gold_usd_ret,0.23879978672495988
27,oil_usd_ret-usd_inr_ret,-0.3287363787767615
27,oil_usd_ret-oil_inr_ret,0.9668072150004535
27,oil_usd_ret-gold_inr_ret,0.06839565431906572
27,gold_usd_ret-usd_inr_ret,-0.39030864891358175
27,gold_usd_ret-oil_inr_ret,0.1418104394726665
27,gold_usd_ret-gold_inr_ret,0.8343236722277533
27,usd_inr_ret-oil_inr_ret,-0.08256755161655487
27,usd_inr_ret-gold_inr_ret,0.1701240042224046
27,oil_inr_ret-gold_inr_ret,0.11605294775502067
28,oil_usd_ret-gold_usd_ret,0.227715160025858
28,oil_usd_ret-usd_inr_ret,-0.33295147253022883
28,oil_usd_ret-oil_inr_ret,0.9667439559252677
28,oil_usd_ret-gold_inr_ret,0.054436133603083435
28,gold_usd_ret-usd_inr_ret,-0.390449069834657
28,gold_usd_ret-oil_inr_ret,0.12973117034515277
28,gold_usd_ret-gold_inr_ret,0.8327438523207065
28,usd_inr_ret-oil_inr_ret,-0.08680456902242581
28,usd_inr_ret-gold_inr_ret,0.17262799611047178
28,oil_inr_ret-gold_inr_ret,0.1018259630308483
29,oil_usd_ret-gold_usd_ret,0.21875278156732672
29,oil_usd_ret-usd_inr_ret,-0.3384646581850688
29,oil_usd_ret-oil_inr_ret,0.9664881553296626
29,oil_usd_ret-gold_inr_ret,0.040673305973910084
29,gold_usd_ret-usd_inr_ret,-0.38882111122359164
29,gold_usd_ret-oil_inr_ret,0.12048301883903334
29,gold_usd_ret-gold_inr_ret,0.8311765608925433
29,usd_inr_ret-oil_inr_ret,-0.09161515549758373
29,usd_inr_ret-gold_inr_ret,0.1771512504217831
29,oil_inr_ret-gold_inr_ret,0.0888937236502207
30,oil_usd_ret-gold_usd_ret,0.21008408754775262
30,oil_usd_ret-usd_inr_ret,-0.3411521420828773
30,oil_usd_ret-oil_inr_ret,0.9664857337853803
30,oil_usd_ret-gold_inr_ret,0.02891909188203477
30,gold_usd_ret-usd_inr_ret,-0.3890682594877958
30,gold_usd_ret-oil_inr_ret,0.11143899352312894
30,gold_usd_ret-gold_inr_ret,0.8300373386176403
30,usd_inr_ret-oil_inr_ret,-0.09444374085694592
30,usd_inr_ret-gold_inr_ret,0.17887676704179023
30,oil_inr_ret-gold_inr_ret,0.07715387438873134
31,oil_usd_ret-gold_usd_ret,0.20366627267488457
31,oil_usd_ret-usd_inr_ret,-0.33529490828864483
31,oil_usd_ret-oil_inr_ret,0.9660475206226469
31,oil_usd_ret-gold_inr_ret,0.024145599427534536
31,gold_usd_ret-usd_inr_ret,-0.39275607257853323
31,gold_usd_ret-oil_inr_ret,0.102849283149038
31,gold_usd_ret-gold_inr_ret,0.8280811103690158
31,usd_inr_ret-oil_inr_ret,-0.08651950767774527
31,usd_inr_ret-gold_inr_ret,0.17835987413658816
31,oil_inr_ret-gold_inr_ret,0.07213160487619065
32,oil_usd_ret-gold_usd_ret,0.15833538226364832
32,oil_usd_ret-usd_inr_ret,-0.3475811792509942
32,oil_usd_ret-oil_inr_ret,0.9670307626737652
32,oil_usd_ret-gold_inr_ret,-0.02329436388647628
32,gold_usd_ret-usd_inr_ret,-0.367507535992639
32,gold_usd_ret-oil_inr_ret,0.06084800894677374
32,gold_usd_ret-gold_inr_ret,0.8341754121106753
32,usd_inr_ret-oil_inr_ret,-0.10346075860831026
32,usd_inr_ret-gold_inr_ret,0.19396219015811966
32,oil_inr_ret-gold_inr_ret,0.02310293038984904
33,oil_usd_ret-gold_usd_ret,0.155643294511349
33,oil_usd_ret-usd_inr_ret,-0.3684398322568343
33,oil_usd_ret-oil_inr_ret,0.9674975706626631
33,oil_usd_ret-gold_inr_ret,-0.0384596225013814
33,gold_usd_ret-usd_inr_ret,-0.3631863683130387
33,gold_usd_ret-oil_inr_ret,0.05966889495834804
33,gold_usd_ret-gold_inr_ret,0.8305168114170716
33,usd_inr_ret-oil_inr_ret,-0.12743963535956832
33,usd_inr_ret-gold_inr_ret,0.20475053972533538
33,oil_inr_ret-gold_inr_ret,0.009510270827842409
34,oil_usd_ret-gold_usd_ret,0.15492292791933504
34,oil_usd_ret-usd_inr_ret,-0.34752623711546415
34,oil_usd_ret-oil_inr_ret,0.9674448698610025
34,oil_usd_ret-gold_inr_ret,-0.0327335984316611
34,gold_usd_ret-usd_inr_ret,-0.3707931693999447
34,gold_usd_ret-oil_inr_ret,0.05732083881015333
34,gold_usd_ret-gold_inr_ret,0.8288743460695406
34,usd_inr_ret-oil_inr_ret,-0.10536060032716228
34,usd_inr_ret-gold_inr_ret,0.1991919698620351
34,oil_inr_ret-gold_inr_ret,0.014753256320657982
35,oil_usd_ret-gold_usd_ret,0.15703987462249
35,oil_usd_ret-usd_inr_ret,-0.33642374348371545
35,oil_usd_ret-oil_inr_ret,0.9670802605497427
35,oil_usd_ret-gold_inr_ret,-0.026109008103642455
35,gold_usd_ret-usd_inr_ret,-0.37634756074159226
35,gold_usd_ret-oil_inr_ret,0.057749500707721634
35,gold_usd_ret-gold_inr_ret,0.8271137731062194
35,usd_inr_ret-oil_inr_ret,-0.09207371927901921
35,usd_inr_ret-gold_inr_ret,0.19652348665656857
35,oil_inr_ret-gold_inr_ret,0.021507742918519736
36,oil_usd_ret-gold_usd_ret,0.15663210403973937
36,oil_usd_ret-usd_inr_ret,-0.33806592633790433
36,oil_usd_ret-oil_inr_ret,0.9666686013163897
36,oil_usd_ret-gold_inr_ret,-0.025154231233580977
36,gold_usd_ret-usd_inr_ret,-0.3784904183021339
36,gold_usd_ret-oil_inr_ret,0.05609530196131223
36,gold_usd_ret-gold_inr_ret,0.8303775713339722
36,usd_inr_ret-oil_inr_ret,-0.0921536660420718
36,usd_inr_ret-gold_inr_ret,0.18872627419136245
36,oil_inr_ret-gold_inr_ret,0.02062740290137675
